token,rating,standarddeviation,rawrating
teaselers,-1.2,1.249,"[0, -3, 0, 0, 0, -3, -2, -2, -2, 0]"
pagtintal,-0.4,0.91652,"[-1, 0, -3, 0, 0, 0, 0, 0, 0, 0]"
gitintal,-0.4,0.91652,"[0, -3, 0, 0, 0, 0, -1, 0, 0, 0]"
teaselling,-0.2,0.4,"[0, 0, 0, 0, -1, 0, -1, 0, 0, 0]"
mga teasel,-0.1,0.3,"[0, 0, 0, 0, 0, 0, 0, 0, -1, 0]"
teaser,-1,1.18322,"[0, -1, -3, -1, -1, -1, 0, -3, -1, 1]"
teaser,-0.7,1.1,"[-1, -2, -3, -1, 0, 0, -1, 1, 0, 0]"
nagyagayaga,-1.2,0.74833,"[-1, -1, 0, -1, -2, -1, -3, -1, -1, -1]"
teashops,0.2,0.4,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]"
pagbiaybiay,-0.3,1.1,"[0, 0, 1, 1, -1, 0, 0, 0, -1, -3]"
nagyubit,-0.4,1.11355,"[0, 1, 1, 0, -2, 0, -2, 0, -2, 0]"
kutsarita,0.2,0.4,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
kutsarita,0.2,0.4,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
kutsarita,0.4,0.8,"[2, 0, 0, 0, 0, 0, 0, 0, 2, 0]"
kutsarita,0.5,0.80623,"[0, 0, 0, 2, 0, 0, 1, 2, 0, 0]"
kutsarita,0.3,0.9,"[2, 0, 0, 0, 0, 2, 0, -1, 0, 0]"
kasuko,-1.8,0.4,"[-1, -2, -2, -2, -2, -2, -2, -2, -1, -2]"
kasuko,-1.3,0.64031,"[-1, -1, 0, -1, -1, -2, -2, -2, -1, -2]"
gihatag,0.5,0.92195,"[0, 0, 2, 1, -1, -1, 1, 1, 1, 1]"
tenderer,0.6,0.66332,"[0, 1, 1, 0, 0, 0, 2, 1, 1, 0]"
tender,1.2,0.9798,"[2, 0, 0, 1, 0, 2, 3, 1, 1, 2]"
malumo,1.4,1.56205,"[2, 1, 3, -1, 0, 2, 2, 2, -1, 4]"
tiil,-0.4,0.91652,"[-1, -1, 0, 0, -1, 0, -1, -2, 1, 1]"
tiil,-0.1,0.53852,"[-1, 1, 0, 0, 0, 0, 0, -1, 0, 0]"
tenderfoots,-0.5,1.11803,"[1, -1, 0, 0, 0, -1, -1, 1, -3, -1]"
malumo nga kasingkasing,1.5,1.0247,"[2, 2, 1, 2, 3, 1, 1, -1, 2, 2]"
malumo nga kasingkasing,2.7,0.64031,"[2, 2, 2, 3, 3, 3, 3, 4, 3, 2]"
kalumo sa kasingkasing,0.7,1.48661,"[1, 3, 2, 2, -1, -1, 1, -2, 1, 1]"
kalumo sa kasingkasing,2.8,0.74833,"[2, 3, 3, 2, 3, 3, 4, 4, 2, 2]"
tendering,0.6,0.66332,"[0, 0, 1, 1, 1, 0, 0, 1, 2, 0]"
tenderization,0.2,0.74833,"[-1, 2, 0, 0, 0, 1, 0, 0, 0, 0]"
malumo,0.1,0.53852,"[0, 0, 0, 0, 0, -1, 0, 1, 0, 1]"
gipahumok,0.1,0.53852,"[0, 1, 0, 1, 0, 0, -1, 0, 0, 0]"
tenderizer,0.4,0.66332,"[0, 1, 0, 1, 0, 0, 2, 0, 0, 0]"
nagpahumok,0.3,0.45826,"[0, 1, 0, 1, 0, 0, 1, 0, 0, 0]"
pagpahumok,0.3,0.45826,"[1, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
lomo,-0.2,0.74833,"[0, 0, 0, 0, -2, 0, 1, 0, -1, 0]"
lomo,0.4,0.66332,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0]"
malumo,1.8,0.74833,"[2, 1, 2, 1, 3, 2, 1, 2, 3, 1]"
kalumo,1.8,0.4,"[2, 2, 1, 2, 2, 2, 2, 1, 2, 2]"
kalumo,0.9,1.44568,"[1, 2, 1, 1, 3, -1, -2, 2, 2, 0]"
tenderometer,0.2,0.4,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
tenderometer,0.2,0.4,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
tender,0.6,0.8,"[0, 2, 0, 1, 1, 1, -1, 0, 1, 1]"
tense,-1.4,0.4899,"[-1, -1, -1, -1, -1, -2, -1, -2, -2, -2]"
tense,-1,0.44721,"[-1, 0, -1, -1, -1, -1, -2, -1, -1, -1]"
tense,-1.2,0.6,"[-1, -2, -2, -2, -1, 0, -1, -1, -1, -1]"
tense,-1.5,0.67082,"[-1, -1, -1, -1, -1, -2, -2, -1, -2, -3]"
tenser,-1.5,0.67082,"[-2, -2, -1, -2, -1, -1, -3, -1, -1, -1]"
tenses,-0.9,1.04403,"[-1, -3, 0, 0, 0, -1, 0, -2, -2, 0]"
labing tense,-1.2,1.07703,"[-2, 0, -2, -2, -2, 0, 1, -1, -2, -2]"
tensing,-1,0.44721,"[-1, -2, -1, 0, -1, -1, -1, -1, -1, -1]"
tensiyon,-1.3,1.00499,"[-2, -1, -1, -1, -1, -2, -2, -3, 1, -1]"
tensional,-0.8,0.74833,"[-1, 0, -1, -1, -1, -2, 1, -1, -1, -1]"
tensioned,-0.4,1.11355,"[-2, 0, -1, 2, -1, 0, -1, -1, -1, 1]"
tensioner,-1.6,0.8,"[-1, -3, -2, -2, -2, 0, -1, -2, -1, -2]"
tensioners,-0.9,1.04403,"[-1, 0, -2, -2, -1, 1, -2, 0, 0, -2]"
tensioning,-1.4,1.0198,"[-1, -1, -1, -1, 0, -2, -3, -3, 0, -2]"
walay tensiyon,0.6,0.8,"[1, 1, 1, -1, 0, 0, 0, 2, 1, 1]"
tensiyon,-1.7,0.78102,"[-1, -3, -1, -1, -2, -2, -3, -1, -2, -1]"
makalilisang,-2.1,0.9434,"[-1, -3, -2, -1, -3, -1, -2, -2, -4, -2]"
makalilisang,-1.9,1.81384,"[3, -3, -3, -3, -3, -1, -2, -1, -3, -3]"
kalisang,-2.6,0.4899,"[-2, -3, -3, -2, -3, -2, -2, -3, -3, -3]"
talagsaon,2.1,1.81384,"[4, 3, 4, 1, -1, -1, 4, 2, 2, 3]"
nahadlok,-3,0.63246,"[-2, -3, -3, -3, -4, -3, -4, -2, -3, -3]"
makahadlok,-2.6,1.0198,"[-2, -4, -3, -3, -4, -1, -2, -3, -1, -3]"
kalisang,-2.3,0.78102,"[-3, -3, -2, -2, -1, -4, -2, -2, -2, -2]"
makalilisang,-2.7,0.78102,"[-4, -3, -3, -2, -2, -2, -4, -2, -3, -2]"
kalisang,-2.4,1.2,"[-3, -4, -2, -1, 0, -4, -3, -2, -2, -3]"
kahadlokan,-3.1,0.83066,"[-2, -3, -4, -4, -3, -3, -2, -4, -2, -4]"
nahadlok,-3.3,0.64031,"[-3, -3, -4, -3, -2, -4, -4, -3, -4, -3]"
mga terorista,-3.3,0.45826,"[-3, -3, -4, -3, -3, -4, -4, -3, -3, -3]"
makahadlok,-3,0.44721,"[-3, -3, -3, -3, -2, -3, -4, -3, -3, -3]"
terorismo,-3.6,0.4899,"[-4, -3, -4, -4, -4, -3, -3, -4, -3, -4]"
terorismo,-3.2,0.6,"[-4, -4, -4, -3, -3, -3, -2, -3, -3, -3]"
terorista,-3.7,0.45826,"[-4, -3, -4, -4, -4, -3, -4, -4, -3, -4]"
terorista,-3.3,0.78102,"[-4, -3, -2, -3, -4, -3, -4, -2, -4, -4]"
mga terorista,-3.1,0.9434,"[-3, -4, -2, -2, -4, -2, -2, -4, -4, -4]"
terorismo,-2.7,0.9,"[-4, -4, -3, -2, -2, -4, -2, -2, -2, -2]"
kahadlokan,-3.3,0.78102,"[-4, -4, -3, -3, -4, -2, -2, -4, -3, -4]"
nahadlok,-3.1,0.7,"[-2, -3, -2, -4, -4, -4, -3, -3, -3, -3]"
makahadlok,-3.1,0.53852,"[-2, -3, -3, -4, -3, -4, -3, -3, -3, -3]"
makahadlok,-3,1,"[-3, -1, -4, -4, -4, -3, -2, -3, -2, -4]"
kahadlok,0.9,1.04403,"[-2, 2, 1, 2, 1, 1, 1, 1, 1, 1]"
kalisang,-2.6,0.4899,"[-2, -3, -3, -3, -2, -2, -3, -2, -3, -3]"
salamat,1.5,0.92195,"[3, 1, 1, 0, 1, 1, 2, 3, 1, 2]"
nagpasalamat,1.9,1.22066,"[1, 3, 1, 1, 1, 1, 4, 4, 2, 1]"
mapasalamaton,2.7,0.78102,"[4, 2, 2, 3, 2, 4, 3, 3, 2, 2]"
mapasalamaton,1.9,0.53852,"[2, 2, 1, 2, 2, 2, 1, 2, 3, 2]"
labing mapasalamaton,2,1,"[3, 1, 1, 4, 1, 2, 2, 2, 3, 1]"
salamat,1.8,0.6,"[2, 1, 2, 1, 2, 3, 2, 2, 1, 2]"
pagpasalamat,2.1,1.44568,"[3, 3, 4, 2, 2, 1, -1, 1, 2, 4]"
salamat,1.9,1.04403,"[1, 1, 1, 1, 3, 2, 1, 4, 3, 2]"
kawatan,-2.4,0.66332,"[-3, -2, -2, -2, -2, -4, -2, -2, -3, -2]"
kawatan,-2.2,0.4,"[-2, -2, -2, -3, -2, -2, -3, -2, -2, -2]"
gikawatan,-1.4,1.28062,"[-1, -2, -3, -1, -2, 2, -2, -1, -2, -2]"
kawatan,-2.1,0.53852,"[-2, -3, -2, -3, -1, -2, -2, -2, -2, -2]"
pagpangawat,-2,0.89443,"[-2, -2, -2, -1, -1, -3, -1, -2, -4, -2]"
kawatan,-2.3,0.78102,"[-3, -2, -2, -4, -1, -2, -2, -2, -3, -2]"
tunokon,-1.1,0.83066,"[1, -1, -1, -1, -1, -1, -1, -2, -2, -2]"
mahunahunaon,1.6,0.4899,"[2, 2, 1, 1, 1, 1, 2, 2, 2, 2]"
mahunahunaon,1.7,0.64031,"[2, 1, 1, 3, 1, 2, 1, 2, 2, 2]"
pagkamahunahunaon,1.9,0.53852,"[1, 2, 1, 2, 2, 3, 2, 2, 2, 2]"
walay paghunahuna,-2,0.63246,"[-2, -1, -3, -3, -2, -1, -2, -2, -2, -2]"
hulga,-2.4,0.66332,"[-2, -3, -2, -2, -2, -4, -3, -2, -2, -2]"
hulga,-1.6,1.56205,"[-4, -1, -3, -2, 1, -3, -1, 1, -2, -2]"
gihulga,-2,0.63246,"[-2, -2, -3, -2, -2, -1, -2, -3, -1, -2]"
tighulga,-1.4,1.68523,"[-2, -2, -3, -2, 3, 0, -2, -3, -1, -2]"
mga tighulga,-1.8,0.74833,"[-3, -1, -2, -1, -1, -3, -2, -2, -2, -1]"
paghulga,-2.4,0.8,"[-3, -3, -2, -3, -2, -1, -3, -1, -3, -3]"
mahulgaon,-2.2,0.6,"[-2, -2, -2, -2, -2, -2, -2, -2, -4, -2]"
naghulga,-1.6,1.56205,"[-2, -2, -2, 1, -4, -3, -3, -1, 1, -1]"
hulga,-2,0.44721,"[-3, -2, -2, -2, -1, -2, -2, -2, -2, -2]"
mga hulga,-1.8,0.74833,"[-1, -1, -1, -2, -2, -2, -3, -3, -2, -1]"
kulbahinam,1.5,1.11803,"[2, 2, 2, 0, 1, -1, 2, 3, 2, 2]"
nalipay,1.9,1.81384,"[3, -1, 3, 3, 1, -2, 3, 3, 3, 3]"
thriller,0.4,1.2,"[0, 0, 3, 1, 1, -2, 0, 1, 0, 0]"
thriller,0.1,0.83066,"[0, 2, 0, 0, 0, -1, 0, -1, 0, 1]"
kulbahinam,2.1,1.04403,"[3, 0, 2, 3, 1, 3, 3, 2, 1, 3]"
kulbahinam nga,2,0.7746,"[0, 2, 2, 3, 3, 2, 2, 2, 2, 2]"
kulbahinam,1.5,0.92195,"[2, 3, 1, 2, 0, 2, 1, 0, 2, 2]"
gibabagan,-0.1,1.75784,"[1, -2, -3, 0, 2, 0, 2, -2, -1, 2]"
pagpugong,-0.7,0.78102,"[0, 0, -1, -1, -1, -2, 1, -1, -1, -1]"
gibabagan,-0.4,1.28062,"[-2, 0, 0, -2, 0, 1, 2, 0, -1, -2]"
gimarkahan,-1.8,0.6,"-2, -1, -1, -2, -2, -1, -2, -2, -3, -2]"
maulawon,-1,0.44721,"[-1, -1, -1, -1, 0, -1, -2, -1, -1, -1]"
timider,-1,0.44721,"[-1, -2, -1, -1, -1, 0, -1, -1, -1, -1]"
maulawon,-0.9,0.7,"[0, -1, 0, -1, 0, -1, -1, -2, -1, -2]"
pagkamaulawon,-0.7,0.64031,"[-1, -1, -1, 0, -2, 0, -1, 0, 0, -1]"
pagkamaulawon,-1.3,0.45826,"[-1, -2, -1, -1, -1, -1, -2, -2, -1, -1]"
maulawon,-0.7,0.78102,"[0, -1, -1, -1, -1, 1, 0, -1, -2, -1]"
pagkamaulawon,-1,0.89443,"[-1, -2, -1, 0, -1, -2, 1, -2, -1, -1]"
makahadlok,-0.8,0.9798,"[-2, -1, -1, -1, -1, -2, -1, 1, 1, -1]"
gikapoy,-1.9,0.7,"[-2, -1, -2, -3, -2, -3, -1, -1, -2, -2]"
tits,-0.9,0.53852,"[-1, -1, -2, -1, -1, -1, 0, -1, 0, -1]"
pagkamatugtanon,1.2,1.53623,"[2, 3, 2, 2, -2, 1, 1, 3, -1, 1]"
mga pagtugot,0.3,0.9,"[-1, 1, 0, 0, 1, 2, 0, -1, 1, 0]"
matugoton,1.1,0.53852,"[1, 2, 1, 1, 1, 1, 1, 1, 0, 2]"
matugoton nga,0.4,1.2,"[0, 1, 1, 1, 0, -3, 1, 1, 1, 1]"
walay ngipon,-1.4,1.0198,"[-1, -4, -1, -2, -1, 0, -1, -2, -1, -1]"
ibabaw,0.8,0.87178,"[1, 3, 1, 1, 1, 0, 0, 1, 0, 0]"
kinatas-an,2.3,1.00499,"[3, 3, 3, 0, 2, 2, 3, 3, 1, 3]"
gisi,-1,1,"[-1, -1, -1, 0, -1, -1, -3, -2, 1, -1]"
tortyur,-2.9,1.51327,"[-4, -4, -3, -4, 1, -2, -3, -2, -4, -4]"
gitortyur,-2.6,1.0198,"[-4, -1, -2, -2, -4, -3, -2, -2, -4, -2]"
tigtortyur,-2.3,1.18743,"[-4, -1, -1, -2, -4, -1, -2, -2, -4, -2]"
tortyur,-3.5,0.67082,"[-4, -4, -3, -3, -4, -4, -4, -2, -3, -4]"
tortyur,-2.5,0.92195,"[-2, -3, -2, -4, -1, -3, -2, -4, -2, -2]"
pagsakit,-3,0.89443,"[-4, -4, -4, -2, -3, -2, -4, -2, -2, -3]"
torturous,-2.7,0.78102,"[-3, -3, -1, -3, -4, -2, -2, -3, -3, -3]"
pagsakit,-2.2,1.6,"[2, -3, -3, -2, -3, -2, -4, -3, -1, -3]"
totalitarian,-2.1,1.3,"[0, -4, -3, 0, -3, -2, -3, -1, -2, -3]"
totalitarianismo,-2.7,1.18743,"[-2, -3, 0, -4, -2, -4, -4, -2, -3, -3]"
gahi,-0.5,1.43178,"[0, -2, 0, 0, 1, 2, -1, -2, -3, 0]"
gahi,0.7,0.64031,"[1, 1, 0, 1, 1, 0, 2, 1, 0, 0]"
gahi,0.1,1.04403,"[0, 0, 1, 0, 1, 0, 2, 0, -2, -1]"
gipatig-a,0.1,0.53852,"[1, 0, 0, 0, 0, -1, 1, 0, 0, 0]"
pagpatig-a,0.9,0.83066,"[0, 2, 2, 1, 1, 0, 1, 0, 0, 2]"
mogahi,-0.2,1.16619,"[1, -1, 0, 1, 0, -2, -2, 1, -1, 1]"
mas gahi,0.7,1.00499,"[1, 1, -1, 0, 2, 0, 2, 2, 0, 0]"
pinakalisud,-0.3,1.84662,"[2, 1, -1, -3, 0, -2, 2, -2, 2, -2]"
gahi nga,-0.7,0.64031,"[-1, 1, 0, -1, -1, -1, -1, -1, -1, -1]"
toughies,-0.6,0.66332,"[-1, -1, -1, 0, 0, -1, 1, -1, -1, -1]"
gahi,-0.5,1.20416,"[-1, 0, -2, 0, 0, -2, 2, 0, -2, 0]"
gahi,-1,1,"[0, -1, 0, -2, -2, -1, 1, -2, -2, -1]"
kusog,-1.1,0.83066,"[-1, 0, 0, -1, 0, -1, -2, -2, -2, -2]"
katig-a,-0.2,1.07703,"[0, 0, -1, -2, 0, 1, 1, 1, -2, 0]"
katig-a,0.3,1.18743,"[1, 2, -1, 0, 1, 1, -2, 1, -1, 1]"
gahi,-0.8,1.16619,"[0, 0, -1, 0, -1, -3, -2, 1, 0, -2]"
gahi,-0.5,1.11803,"[-1, -2, -1, 0, -1, -1, 1, -1, 2, -1]"
tout,-0.5,0.67082,"[-1, 0, -2, -1, 0, 0, -1, 0, 0, 0]"
gipasidunggan,-0.2,0.9798,"[-1, 2, 0, -2, -1, 0, 0, 0, 0, 0]"
nag-ingon nga,-0.7,0.64031,"[0, 0, -1, -1, -1, -1, 0, -2, 0, -1]"
touts,-0.1,0.7,"[1, 1, 0, -1, 0, -1, -1, 0, 0, 0]"
trahedya,-0.5,0.67082,"[-2, 0, -1, 0, 0, -1, 0, -1, 0, 0]"
trahedya,-1,1.18322,"[-1, 0, -2, -1, 0, -3, 0, 0, 0, -3]"
tragedienne,-0.4,0.4899,"[0, 0, -1, -1, 0, 0, -1, -1, 0, 0]"
tragediennes,-1.4,1.28062,"[0, -3, 0, -1, -3, 0, -2, -3, 0, -2]"
mga trahedya,-1.9,1.86815,"[-3, -4, -2, 2, -3, -4, -2, 1, -2, -2]"
trahedya,-3.4,1.0198,"[-4, -4, -4, -4, -2, -3, -1, -4, -4, -4]"
makapasubo,-2,1.94936,"[-1, -3, -4, -3, -3, -4, -2, 1, 2, -3]"
makapasubo,-2.4,1.11355,"[-3, -3, -3, -2, -1, -3, -4, -3, 0, -2]"
makapasubo,-2.7,1.48661,"[-4, -4, -4, -2, -1, -4, -1, 0, -3, -4]"
tragikomedya,0.2,0.9798,"[0, -2, 0, 0, 0, 2, 1, 1, 0, 0]"
tragicomic,-0.2,0.74833,"[0, -1, 1, 0, 0, 0, -2, 0, 0, 0]"
trahedya,-2.2,0.74833,"[-3, -2, -4, -1, -2, -2, -2, -2, -2, -2]"
malinawon,0.2,1.77764,"[2, 1, -1, 2, -3, 3, -1, 1, -1, -1]"
tranquiler,1.9,0.7,"[2, 1, 2, 2, 3, 3, 2, 2, 1, 1]"
malinawon,1.6,1.35647,"[1, 2, 2, 2, 0, 2, -1, 4, 3, 1]"
kalinaw,1.5,1.36015,"[3, 2, 4, -1, 1, 0, 2, 2, 1, 1]"
kalinaw,1.8,1.16619,"[3, 2, 1, 2, 3, 4, 1, 1, 1, 0]"
tranquilize,0.3,1.00499,"[0, -2, 1, -1, 1, 1, 1, 0, 1, 1]"
gipakalma,-0.2,1.32665,"[-2, 0, 1, 0, 1, 2, 0, -2, -2, 0]"
tranquilizer,-0.1,0.9434,"[0, 1, -1, 0, -1, 0, -2, 1, 1, 0]"
tranquilizer,-0.4,0.8,"[0, 0, 0, -2, -1, -1, -1, 1, 0, 0]"
makapakalma,-0.1,0.9434,"[-2, 0, 1, 0, 1, 1, 0, -1, -1, 0]"
makapakalma,-0.5,0.67082,"[-1, 0, 0, -1, -1, -1, 1, 0, -1, -1]"
labing malinawon,0.8,1.4,"[1, 1, 2, 3, 1, 1, 0, -1, -2, 2]"
kalinaw,0.5,1.20416,"[-2, 1, 2, 0, 2, 1, 0, -1, 1, 1]"
kalinaw,1.8,1.07703,"[1, 2, 2, 2, 3, 3, 2, -1, 2, 2]"
gipakalma,-0.2,1.07703,"[0, 1, 0, 0, -3, 0, 1, 0, -1, 0]"
tranquillizer,-0.1,0.7,"[0, 1, 0, 0, -1, 0, 1, 0, -1, -1]"
tranquillizer,-0.2,0.74833,"[0, 0, 0, -2, 1, 0, 0, 0, -1, 0]"
makapakalma sa,0.1,0.7,"[-1, -1, 0, 0, 1, 1, 1, 0, 0, 0]"
makapakalma,0.8,0.87178,"[1, 2, 0, 2, 0, 0, 2, 0, 0, 1]"
malinawon,1.2,0.87178,"[2, 2, 1, 2, -1, 2, 1, 1, 1, 1]"
kalinaw,1.5,1.20416,"[3, 3, 1, 2, 2, 2, 0, -1, 1, 2]"
lit-ag,-1.3,0.78102,"[-1, -1, -2, 0, -1, -1, -2, -1, -1, -3]"
natanggong,-2.4,0.91652,"[-3, -2, -3, -1, -3, -1, -2, -2, -4, -3]"
trauma,-1.8,1.249,"[-2, -2, -3, -1, -2, 1, -2, -4, -1, -2]"
trauma,-2.2,1.6,"[-3, -3, -2, -4, 0, -1, -4, -3, 1, -3]"
traumata,-1.7,1.34536,"[-2, -3, -2, 0, -2, 1, -4, -2, -1, -2]"
traumatic,-2.7,1.00499,"[-2, -4, -2, -1, -4, -3, -2, -3, -4, -2]"
traumatic,-2.8,0.6,"[-4, -2, -3, -2, -2, -3, -3, -3, -3, -3]"
traumatise,-2.8,0.6,"[-4, -3, -3, -2, -2, -3, -2, -3, -3, -3]"
trauma,-2.4,0.91652,"[-4, -4, -2, -2, -1, -2, -3, -2, -2, -2]"
traumatise,-2.2,0.87178,"[-3, -4, -2, -2, -1, -2, -3, -1, -2, -2]"
traumatising,-1.9,1.86815,"[-3, -3, -3, -1, -3, 1, -4, -2, 2, -3]"
traumatismo,-2.4,0.4899,"[-3, -2, -3, -2, -2, -2, -2, -3, -3, -2]"
traumatization,-3,1,"[-4, -4, -4, -2, -2, -2, -4, -4, -2, -2]"
traumatization,-2.2,1.16619,"[-3, -2, -4, 0, -1, -2, -4, -2, -2, -2]"
trauma,-2.4,0.66332,"[-3, -3, -2, -4, -2, -2, -2, -2, -2, -2]"
trauma,-1.7,1.41774,"[-1, -2, -2, -2, 2, -4, -2, -2, -2, -2]"
trauma,-1.4,1.42829,"[-2, -1, -2, -2, 2, -4, -1, -2, -1, -1]"
traumatizing,-2.3,1.61555,"[-4, -2, -2, -3, -2, -4, -4, 1, 0, -3]"
travesty,-2.7,1.48661,"[-3, -4, 0, -2, -4, -3, -4, 0, -3, -4]"
pagbudhi,-1.9,1.75784,"[-3, -3, -2, -3, -3, 1, -2, -3, -3, 2]"
mabudhion,-2.7,1.34536,"[-3, -3, -3, -4, -3, -4, -2, 1, -3, -3]"
bililhon,2.5,0.67082,"[2, 3, 3, 3, 2, 4, 2, 2, 2, 2]"
bahandi,1.2,1.16619,"[3, 1, 3, 2, 0, 2, 1, 0, 0, 0]"
gipakabahandi,2.6,0.66332,"[3, 3, 2, 3, 3, 2, 1, 3, 3, 3]"
treasurer,0.5,0.67082,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 2]"
treasurers,0.4,0.66332,"[0, 0, 0, 0, 1, 1, 2, 0, 0, 0]"
treasurership,0.4,0.66332,"[0, 0, 2, 0, 1, 0, 1, 0, 0, 0]"
treasurerships,1.2,0.87178,"[2, 0, 2, 0, 2, 1, 2, 2, 1, 0]"
mga bahandi,1.8,1.32665,"[3, 3, 0, 1, 1, 4, 0, 3, 2, 1]"
bahandi,0.9,1.04403,"[0, 0, 1, 3, 2, 2, 0, 1, 0, 0]"
pagbahandi,2.1,0.7,"[2, 1, 3, 1, 3, 2, 2, 2, 2, 3]"
panudlanan,0.8,1.07703,"[2, 3, 0, 0, 0, 0, 0, 1, 2, 0]"
treat,1.7,0.78102,"[2, 2, 2, 0, 2, 1, 3, 2, 1, 2]"
mangurog,-1.1,1.3,"[-2, 0, -1, -2, -2, -2, 2, 0, -2, -2]"
nangurog,-1.1,1.22066,"[-1, 1, -1, -2, -2, -1, -3, -2, 1, -1]"
mangurog,-0.6,1.28062,"[-2, -2, -1, 0, -1, 2, 1, -2, -1, 0]"
nagkurog,-1,0.63246,"[-2, 0, -1, -1, 0, -2, -1, -1, -1, -1]"
mangurog,-0.1,1.51327,"[-1, -2, -1, 0, -1, 2, 2, -2, 2, 0]"
pagkurog,-1.5,0.92195,"[-3, 0, -1, -3, -1, -1, -1, -2, -1, -2]"
nangurog,-1.2,0.87178,"[-2, 0, -1, -2, -2, -1, 0, 0, -2, -2]"
mangurog,-1,1.09545,"[-1, -2, -1, -1, -1, -1, 2, -2, -2, -1]"
lansis,-0.2,1.32665,"[-1, 1, -2, -2, -1, 2, 0, 1, 1, -1]"
gilimbongan,-0.6,0.91652,"[-1, -1, -1, -1, 2, 0, -1, -1, -1, -1]"
mangingilad,-0.9,0.83066,"[-2, 0, -1, -1, 1, -2, -1, -1, -1, -1]"
limbong,-1.2,1.46969,"[-2, -2, -1, -2, -1, 2, 1, -2, -3, -2]"
mangingilad,-1.4,0.66332,"[-1, -3, -1, -2, -2, -1, -1, -1, -1, -1]"
limbong,-1.1,1.51327,"[1, -1, -1, -2, -3, -2, -3, 2, -1, -1]"
tricky,-0.4,1.0198,"[1, -1, 0, -1, -1, 1, -2, -1, 1, -1]"
mas lisod,-0.7,0.78102,"[-1, -1, -1, 0, 1, -1, -1, -1, 0, -2]"
pinakalisud,-1.2,0.6,"[-2, -2, 0, -1, -2, -1, -1, -1, -1, -1]"
lisod,-2,0.74833,"[0, 1, -1, -1, -1, -1, -1, -1, -2, -1]"
pagkamalimbongon,-1.2,0.9798,"[-2, -1, -1, -2, -1, -2, 1, 0, -2, -2]"
limbong,-0.4,1.0198,"[0, 2, 0, -2, -1, -1, 0, 0, -1, -1]"
paglimbong,0.1,1.37477,"[0, -2, 2, -1, 2, -2, 0, 1, 1, 0]"
malimbongon,-1,0.44721,"[-1, -2, 0, -1, -1, -1, -1, -1, -1, -1]"
malimbungon,-0.7,1.55242,"[-3, -2, -1, 2, -1, 2, -2, -1, 0, -1]"
pagkamalimbongon,-0.4,1.28062,"[-1, 1, -2, -1, -1, -1, 0, -2, 1, 2]"
mitulo,0.1,0.3,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
pagtulo,-0.7,0.64031,"[0, -1, 0, -1, -2, 0, 0, -1, -1, -1]"
tulo,0.2,0.4,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
nagtulo,-0.2,0.9798,"[0, 0, -1, -2, -1, 2, 0, 0, 0, 0]"
malimbungon,-0.3,0.45826,"[0, 0, -1, 0, 0, 0, 0, -1, 0, -1]"
mga limbong,-0.5,0.67082,"[0, 0, -1, -1, 1, -1, -1, 0, -1, -1]"
tricksier,-0.5,0.67082,"[-1, -1, 1, 0, -1, 0, 0, -1, -1, -1]"
pagkamalimbongon,-1,0.89443,"[0, 0, -1, -1, -1, 0, -1, -2, -3, -1]"
mangingilad,-0.9,0.83066,"[-1, -2, 0, -1, -2, -1, -1, 1, -1, -1]"
mangingilad,-1.3,0.9,"[-1, -2, -1, -2, 1, -2, -2, -1, -1, -2]"
malimbungon,-0.8,0.9798,"[-1, -1, -2, -1, 2, -1, -1, -1, -1, -1]"
malisud,-0.6,0.66332,"[0, 0, -1, -1, 1, -1, -1, -1, -1, -1]"
trite,-0.8,0.4,"[-1, -1, 0, 0, -1, -1, -1, -1, -1, -1]"
kadaugan,2.1,1.04403,"[2, 4, 3, 3, 1, 3, 1, 2, 1, 1]"
kadaugan,2,0.63246,"[2, 3, 3, 2, 1, 2, 1, 2, 2, 2]"
mga kadaugan,1.9,0.9434,"[2, 1, 2, 2, 2, 0, 2, 2, 4, 2]"
triumphalist,0.5,1.20416,"[1, 1, 2, 2, -1, -2, 0, 1, 0, 1]"
mga mananaog,0.9,1.64012,"[1, -1, 0, 0, 1, 3, -2, 3, 1, 3]"
madaogon,2.4,0.91652,"[2, 3, 3, 3, 4, 1, 2, 1, 3, 2]"
madaogon,2.3,1.00499,"[3, 3, 3, 3, 1, 0, 3, 2, 2, 3]"
midaog,2.2,1.4,"[2, 3, 3, 3, 4, 3, 1, 1, -1, 3]"
kadaugan,2.3,0.64031,"[2, 2, 3, 2, 2, 3, 2, 3, 1, 3]"
kadaugan,2,1.41421,"[3, 2, 3, 3, 3, 1, -1, 1, 1, 4]"
walay hinungdan,-0.1,0.83066,"[0, -1, -1, 0, 1, 0, 1, -1, 1, -1]"
